place,title,time,pay,date
전북 익산시, 로얄자카르타 영등2점,19:00~22:00,"시급9,000",
전북 익산시, 로얄자카르타 부송동아점,시간협의,"월급2,200,000",
전북 익산시, 로얄자카르타 부송동아점,시간협의,"월급2,200,000",
전북 김제시, 로얄자카르타 검산점,19:00~24:00,"시급9,000",
전북 군산시, 로얄자카르타 지곡점,19:00~22:00,"시급9,000",
전북 군산시, 로얄자카르타 지곡점,19:00~22:00,"시급9,000",
전북 군산시, 로얄자카르타 지곡점,19:00~22:00,"시급9,000",
전북 익산시, 로얄자카르타 부송동아점,시간협의,"월급2,200,000",
