place,title,time,pay,date
서울 종로구, 라그릴리아 광화문점,10:00~15:00,"시급8,720",
서울 용산구, 라뜰리에 한남점,09:00~16:00,"시급9,800",
서울 강남구, 라그릴리아 SPC스퀘어점,시간협의,"연봉21,869,760",
서울 서초구, 라그릴리아 양재점,12:00~21:00,"시급8,720",
